order_id,item_id,product_id,quantity,list_price,discount,net_price
240,2,8,1,1799.99,0.07,1673.991
240,3,5,1,1320.99,0.07,1228.521
240,4,18,2,449.0,0.07,417.57
241,1,7,1,3999.99,0.2,3199.992
242,1,3,1,999.99,0.2,799.992
243,1,25,2,499.99,0.05,474.99
243,2,19,2,449.0,0.07,417.57
243,3,7,2,3999.99,0.05,3799.99
244,1,19,1,449.0,0.07,417.57
244,2,25,1,499.99,0.2,399.992
244,3,22,1,269.99,0.1,242.991
245,1,10,2,1549.0,0.05,1471.55
245,2,8,1,1799.99,0.1,1619.991
246,1,17,2,429.0,0.2,343.2
247,1,25,1,499.99,0.07,464.991
247,2,3,1,999.99,0.2,799.992
248,1,13,1,269.99,0.1,242.991
248,2,26,2,599.99,0.1,539.991
248,3,17,1,429.0,0.1,386.1
248,4,9,1,2999.99,0.2,2399.992
249,1,7,2,3999.99,0.05,3799.99
249,2,18,2,449.0,0.05,426.55
249,3,22,1,269.99,0.1,242.991
250,1,17,2,429.0,0.05,407.55
250,2,11,2,1680.99,0.1,1512.891
251,1,23,2,299.99,0.2,239.992
251,2,22,2,269.99,0.05,256.49
252,1,11,2,1680.99,0.1,1512.891
252,2,4,1,2899.99,0.07,2696.991
252,3,19,1,449.0,0.1,404.1
253,1,11,2,1680.99,0.07,1563.321
254,1,6,2,469.99,0.07,437.091
254,2,3,1,999.99,0.05,949.99
254,3,12,1,549.99,0.05,522.49
255,1,5,2,1320.99,0.1,1188.891
255,2,14,1,269.99,0.2,215.992
255,3,2,2,749.99,0.2,599.992
255,4,21,1,269.99,0.07,251.091
256,1,11,1,1680.99,0.1,1512.891
256,2,21,1,269.99,0.05,256.49
257,1,8,2,1799.99,0.07,1673.991
257,2,13,2,269.99,0.2,215.992
257,3,10,2,1549.0,0.1,1394.1
257,4,15,1,529.99,0.1,476.991
258,1,8,2,1799.99,0.05,1709.99
258,2,4,1,2899.99,0.07,2696.991
258,3,19,1,449.0,0.07,417.57
258,4,18,1,449.0,0.05,426.55
259,1,26,1,599.99,0.05,569.99
259,2,6,2,469.99,0.1,422.991
259,3,2,2,749.99,0.2,599.992
259,4,4,1,2899.99,0.1,2609.991
260,1,23,2,299.99,0.2,239.992
260,2,10,1,1549.0,0.2,1239.2
260,3,24,2,549.99,0.2,439.992
261,1,16,2,599.99,0.05,569.99
261,2,14,1,269.99,0.1,242.991
261,3,17,2,429.0,0.1,386.1
262,1,2,1,749.99,0.07,697.491
262,2,9,2,2999.99,0.05,2849.99
263,1,9,1,2999.99,0.07,2789.991
263,2,3,1,999.99,0.2,799.992
263,3,2,2,749.99,0.05,712.49
264,1,10,1,1549.0,0.2,1239.2
264,2,24,2,549.99,0.05,522.49
264,3,15,2,529.99,0.1,476.991
264,4,3,2,999.99,0.07,929.991
265,1,9,2,2999.99,0.2,2399.992
266,1,6,2,469.99,0.07,437.091
266,2,19,1,449.0,0.2,359.2
266,3,25,1,499.99,0.05,474.99
267,1,22,2,269.99,0.2,215.992
267,2,23,2,299.99,0.1,269.991
267,3,24,1,549.99,0.1,494.991
267,4,7,2,3999.99,0.07,3719.991
267,5,21,1,269.99,0.05,256.49
268,1,7,1,3999.99,0.05,3799.99
268,2,6,2,469.99,0.2,375.992
268,3,9,1,2999.99,0.1,2699.991
269,1,5,1,1320.99,0.07,1228.521
269,2,23,2,299.99,0.07,278.991
269,3,18,1,449.0,0.05,426.55
269,4,3,1,999.99,0.05,949.99
270,1,25,2,499.99,0.2,399.992
270,2,15,1,529.99,0.1,476.991
271,1,11,2,1680.99,0.07,1563.321
271,2,6,2,469.99,0.05,446.49
271,3,13,1,269.99,0.1,242.991
271,4,7,2,3999.99,0.1,3599.991
272,1,2,2,749.99,0.07,697.491
272,2,11,1,1680.99,0.07,1563.321
273,1,21,1,269.99,0.1,242.991
274,1,11,2,1680.99,0.05,1596.94
274,2,25,2,499.99,0.1,449.991
274,3,9,2,2999.99,0.07,2789.991
275,1,18,1,449.0,0.05,426.55
275,2,25,1,499.99,0.1,449.991
275,3,7,2,3999.99,0.05,3799.99
276,1,3,2,999.99,0.2,799.992
276,2,17,1,429.0,0.05,407.55
276,3,9,2,2999.99,0.07,2789.991
277,1,20,2,599.99,0.2,479.992
277,2,6,2,469.99,0.2,375.992
277,3,13,2,269.99,0.1,242.991
278,1,16,1,599.99,0.2,479.992
278,2,19,2,449.0,0.07,417.57
278,3,13,1,269.99,0.07,251.091
278,4,11,2,1680.99,0.07,1563.321
279,1,25,1,499.99,0.07,464.991
280,1,25,1,499.99,0.07,464.991
280,2,26,2,599.99,0.07,557.991
280,3,13,1,269.99,0.07,251.091
281,1,22,1,269.99,0.07,251.091
281,2,14,2,269.99,0.1,242.991
281,3,7,2,3999.99,0.07,3719.991
282,1,20,1,599.99,0.07,557.991
282,2,7,2,3999.99,0.07,3719.991
282,3,3,2,999.99,0.05,949.99
282,4,16,2,599.99,0.07,557.991
283,1,9,1,2999.99,0.05,2849.99
283,2,16,2,599.99,0.2,479.992
284,1,24,2,549.99,0.2,439.992
284,2,20,1,599.99,0.2,479.992
285,1,16,2,599.99,0.05,569.99
285,2,12,1,549.99,0.05,522.49
285,3,2,1,749.99,0.1,674.991
286,1,26,2,599.99,0.2,479.992
286,2,21,2,269.99,0.07,251.091
286,3,16,2,599.99,0.1,539.991
286,4,7,1,3999.99,0.1,3599.991
287,1,5,1,1320.99,0.2,1056.792
287,2,10,1,1549.0,0.05,1471.55
287,3,2,1,749.99,0.05,712.49
287,4,20,1,599.99,0.05,569.99
288,1,4,1,2899.99,0.2,2319.992
288,2,10,1,1549.0,0.1,1394.1
288,3,7,2,3999.99,0.05,3799.99
289,1,13,1,269.99,0.07,251.091
289,2,24,1,549.99,0.2,439.992
289,3,17,1,429.0,0.2,343.2
290,1,2,2,749.99,0.07,697.491
290,2,5,2,1320.99,0.07,1228.521
290,3,21,1,269.99,0.1,242.991
291,1,6,2,469.99,0.05,446.49
291,2,21,2,269.99,0.07,251.091
292,1,18,2,449.0,0.1,404.1
292,2,4,1,2899.99,0.07,2696.991
292,3,10,2,1549.0,0.05,1471.55
293,1,19,2,449.0,0.05,426.55
293,2,6,1,469.99,0.2,375.992
294,1,18,1,449.0,0.2,359.2
294,2,14,1,269.99,0.2,215.992
294,3,7,2,3999.99,0.05,3799.99
294,4,25,2,499.99,0.2,399.992
295,1,22,2,269.99,0.07,251.091
296,1,25,2,499.99,0.07,464.991
296,2,12,2,549.99,0.1,494.991
296,3,11,2,1680.99,0.1,1512.891
296,4,9,1,2999.99,0.2,2399.992
297,1,4,2,2899.99,0.2,2319.992
298,1,23,1,299.99,0.2,239.992
298,2,6,2,469.99,0.05,446.49
298,3,22,1,269.99,0.2,215.992
298,4,9,1,2999.99,0.07,2789.991
298,5,14,2,269.99,0.1,242.991
299,1,11,2,1680.99,0.05,1596.94
299,2,10,2,1549.0,0.2,1239.2
300,1,16,2,599.99,0.1,539.991
300,2,9,2,2999.99,0.1,2699.991
300,3,10,1,1549.0,0.1,1394.1
300,4,11,2,1680.99,0.2,1344.792
301,1,6,1,469.99,0.05,446.49
301,2,22,1,269.99,0.1,242.991
302,1,24,2,549.99,0.2,439.992
302,2,18,2,449.0,0.07,417.57
302,3,2,2,749.99,0.2,599.992
303,1,8,2,1799.99,0.05,1709.99
303,2,24,2,549.99,0.05,522.49
304,1,10,1,1549.0,0.05,1471.55
304,2,7,2,3999.99,0.1,3599.991
304,3,20,1,599.99,0.1,539.991
305,1,10,1,1549.0,0.07,1440.57
305,2,6,1,469.99,0.1,422.991
305,3,3,2,999.99,0.2,799.992
306,1,10,1,1549.0,0.2,1239.2
306,2,22,1,269.99,0.07,251.091
307,1,15,2,529.99,0.05,503.49
308,1,7,1,3999.99,0.1,3599.991
308,2,18,2,449.0,0.2,359.2
308,3,14,1,269.99,0.2,215.992
309,1,3,1,999.99,0.05,949.99
309,2,12,1,549.99,0.05,522.49
310,1,7,2,3999.99,0.07,3719.991
310,2,14,2,269.99,0.1,242.991
310,3,5,2,1320.99,0.2,1056.792
310,4,8,1,1799.99,0.2,1439.992
311,1,17,2,429.0,0.05,407.55
311,2,5,2,1320.99,0.2,1056.792
312,1,24,2,549.99,0.05,522.49
312,2,14,2,269.99,0.07,251.091
312,3,16,2,599.99,0.05,569.99
313,1,4,1,2899.99,0.07,2696.991
313,2,10,2,1549.0,0.07,1440.57
314,1,5,1,1320.99,0.07,1228.521
314,2,9,1,2999.99,0.05,2849.99
314,3,22,2,269.99,0.2,215.992
314,4,7,2,3999.99,0.07,3719.991
315,1,11,1,1680.99,0.2,1344.792
315,2,9,1,2999.99,0.1,2699.991
316,1,2,2,749.99,0.2,599.992
316,2,16,2,599.99,0.1,539.991
316,3,20,1,599.99,0.1,539.991
316,4,19,1,449.0,0.2,359.2
316,5,17,1,429.0,0.05,407.55
317,1,10,1,1549.0,0.2,1239.2
317,2,22,1,269.99,0.05,256.49
317,3,15,1,529.99,0.05,503.49
317,4,13,2,269.99,0.2,215.992
318,1,13,2,269.99,0.1,242.991
318,2,25,2,499.99,0.2,399.992
318,3,9,1,2999.99,0.05,2849.99
319,1,11,1,1680.99,0.07,1563.321
319,2,21,1,269.99,0.2,215.992
319,3,15,2,529.99,0.1,476.991
319,4,23,1,299.99,0.05,284.99
320,1,2,1,749.99,0.1,674.991
321,1,4,2,2899.99,0.2,2319.992
321,2,12,2,549.99,0.2,439.992
321,3,26,1,599.99,0.2,479.992
321,4,23,2,299.99,0.2,239.992
322,1,13,2,269.99,0.2,215.992
322,2,21,1,269.99,0.07,251.091
323,1,13,2,269.99,0.07,251.091
323,2,26,2,599.99,0.1,539.991
324,1,2,2,749.99,0.1,674.991
324,2,17,1,429.0,0.2,343.2
324,3,22,2,269.99,0.2,215.992
324,4,19,1,449.0,0.05,426.55
324,5,12,1,549.99,0.05,522.49
325,1,7,1,3999.99,0.05,3799.99
325,2,12,1,549.99,0.2,439.992
325,3,6,2,469.99,0.2,375.992
326,1,12,1,549.99,0.1,494.991
326,2,23,1,299.99,0.07,278.991
327,1,12,2,549.99,0.07,511.491
327,2,13,1,269.99,0.07,251.091
327,3,4,1,2899.99,0.05,2754.99
328,1,6,2,469.99,0.1,422.991
329,1,14,2,269.99,0.07,251.091
329,2,8,2,1799.99,0.05,1709.99
329,3,23,1,299.99,0.2,239.992
329,4,17,1,429.0,0.07,398.97
329,5,26,2,599.99,0.05,569.99
330,1,21,2,269.99,0.05,256.49
331,1,17,2,429.0,0.1,386.1
332,1,18,2,449.0,0.05,426.55
333,1,18,2,449.0,0.07,417.57
333,2,8,2,1799.99,0.05,1709.99
333,3,3,1,999.99,0.2,799.992
334,1,16,2,599.99,0.2,479.992
334,2,9,1,2999.99,0.05,2849.99
334,3,3,2,999.99,0.05,949.99
335,1,6,1,469.99,0.1,422.991
335,2,2,2,749.99,0.1,674.991
335,3,21,1,269.99,0.07,251.091
336,1,4,1,2899.99,0.1,2609.991
336,2,12,1,549.99,0.2,439.992
337,1,18,1,449.0,0.05,426.55
337,2,4,1,2899.99,0.05,2754.99
338,1,6,2,469.99,0.07,437.091
338,2,10,1,1549.0,0.07,1440.57
338,3,22,1,269.99,0.1,242.991
338,4,11,2,1680.99,0.07,1563.321
338,5,9,1,2999.99,0.05,2849.99
339,1,13,1,269.99,0.1,242.991
339,2,15,2,529.99,0.05,503.49
340,1,11,1,1680.99,0.05,1596.94
340,2,24,1,549.99,0.05,522.49
340,3,13,2,269.99,0.1,242.991
340,4,12,2,549.99,0.07,511.491
340,5,10,2,1549.0,0.1,1394.1
341,1,23,2,299.99,0.05,284.99
342,1,26,1,599.99,0.07,557.991
342,2,9,1,2999.99,0.2,2399.992
342,3,16,2,599.99,0.1,539.991
343,1,20,2,599.99,0.2,479.992
343,2,25,1,499.99,0.05,474.99
343,3,5,2,1320.99,0.05,1254.94
343,4,10,1,1549.0,0.1,1394.1
344,1,22,1,269.99,0.05,256.49
344,2,18,2,449.0,0.07,417.57
344,3,14,1,269.99,0.2,215.992
345,1,18,2,449.0,0.1,404.1
345,2,24,2,549.99,0.07,511.491
346,1,13,1,269.99,0.07,251.091
346,2,23,1,299.99,0.2,239.992
346,3,21,1,269.99,0.1,242.991
346,4,15,1,529.99,0.05,503.49
346,5,18,2,449.0,0.05,426.55
347,1,23,1,299.99,0.07,278.991
348,1,5,2,1320.99,0.05,1254.94
348,2,15,2,529.99,0.07,492.891
349,1,20,2,599.99,0.2,479.992
350,1,6,2,469.99,0.05,446.49
350,2,20,1,599.99,0.07,557.991
350,3,3,1,999.99,0.07,929.991
351,1,4,2,2899.99,0.05,2754.99
351,2,24,2,549.99,0.1,494.991
351,3,20,1,599.99,0.2,479.992
351,4,22,2,269.99,0.07,251.091
352,1,11,1,1680.99,0.2,1344.792
352,2,14,1,269.99,0.2,215.992
353,1,2,2,749.99,0.2,599.992
354,1,21,1,269.99,0.2,215.992
354,2,19,1,449.0,0.05,426.55
355,1,16,1,599.99,0.1,539.991
355,2,14,2,269.99,0.07,251.091
356,1,23,2,299.99,0.05,284.99
356,2,4,1,2899.99,0.05,2754.99
356,3,13,1,269.99,0.05,256.49
357,1,17,2,429.0,0.05,407.55
357,2,21,2,269.99,0.07,251.091
357,3,24,1,549.99,0.07,511.491
357,4,9,1,2999.99,0.05,2849.99
358,1,21,2,269.99,0.1,242.991
358,2,6,2,469.99,0.07,437.091
358,3,8,2,1799.99,0.05,1709.99
358,4,18,2,449.0,0.1,404.1
359,1,15,2,529.99,0.07,492.891
359,2,9,2,2999.99,0.07,2789.991
359,3,7,2,3999.99,0.2,3199.992
360,1,26,1,599.99,0.05,569.99
360,2,7,2,3999.99,0.2,3199.992
360,3,13,2,269.99,0.05,256.49
360,4,25,1,499.99,0.1,449.991
361,1,24,2,549.99,0.05,522.49
361,2,6,2,469.99,0.1,422.991
361,3,11,1,1680.99,0.1,1512.891
362,1,2,1,749.99,0.07,697.491
363,1,21,2,269.99,0.1,242.991
363,2,14,1,269.99,0.07,251.091
363,3,15,1,529.99,0.1,476.991
363,4,20,1,599.99,0.2,479.992
364,1,25,2,499.99,0.05,474.99
365,1,24,2,549.99,0.07,511.491
366,1,21,1,269.99,0.1,242.991
366,2,4,1,2899.99,0.07,2696.991
366,3,16,2,599.99,0.2,479.992
367,1,26,2,599.99,0.1,539.991
367,2,14,1,269.99,0.05,256.49
367,3,10,2,1549.0,0.05,1471.55
368,1,5,1,1320.99,0.2,1056.792
368,2,10,2,1549.0,0.2,1239.2
368,3,21,2,269.99,0.1,242.991
368,4,19,1,449.0,0.05,426.55
369,1,10,2,1549.0,0.07,1440.57
370,1,25,2,499.99,0.05,474.99
370,2,4,2,2899.99,0.1,2609.991
371,1,14,1,269.99,0.2,215.992
371,2,12,1,549.99,0.2,439.992
372,1,11,1,1680.99,0.05,1596.94
372,2,14,2,269.99,0.1,242.991
372,3,5,1,1320.99,0.1,1188.891
373,1,8,2,1799.99,0.05,1709.99
373,2,22,1,269.99,0.1,242.991
373,3,19,2,449.0,0.2,359.2
373,4,12,1,549.99,0.1,494.991
373,5,13,1,269.99,0.1,242.991
374,1,10,1,1549.0,0.1,1394.1
374,2,7,1,3999.99,0.07,3719.991
375,1,21,2,269.99,0.05,256.49
375,2,2,2,749.99,0.05,712.49
375,3,4,2,2899.99,0.07,2696.991
375,4,12,2,549.99,0.05,522.49
376,1,2,2,749.99,0.07,697.491
376,2,23,2,299.99,0.1,269.991
377,1,8,1,1799.99,0.05,1709.99
377,2,14,1,269.99,0.07,251.091
378,1,26,2,599.99,0.05,569.99
379,1,9,1,2999.99,0.07,2789.991
379,2,16,1,599.99,0.2,479.992
380,1,16,1,599.99,0.05,569.99
380,2,11,2,1680.99,0.05,1596.94
381,1,21,2,269.99,0.07,251.091
382,1,8,1,1799.99,0.1,1619.991
382,2,9,1,2999.99,0.1,2699.991
382,3,13,1,269.99,0.07,251.091
383,1,19,1,449.0,0.07,417.57
383,2,22,2,269.99,0.05,256.49
383,3,13,1,269.99,0.1,242.991
383,4,21,2,269.99,0.05,256.49
383,5,14,1,269.99,0.1,242.991
384,1,20,1,599.99,0.1,539.991
384,2,21,2,269.99,0.2,215.992
384,3,8,1,1799.99,0.05,1709.99
384,4,15,1,529.99,0.1,476.991
384,5,4,1,2899.99,0.2,2319.992
385,1,21,1,269.99,0.07,251.091
385,2,7,2,3999.99,0.2,3199.992
385,3,26,2,599.99,0.05,569.99
386,1,8,1,1799.99,0.2,1439.992
386,2,3,2,999.99,0.05,949.99
386,3,16,2,599.99,0.2,479.992
387,1,18,1,449.0,0.2,359.2
388,1,19,2,449.0,0.2,359.2
388,2,13,2,269.99,0.07,251.091
388,3,2,1,749.99,0.07,697.491
388,4,11,1,1680.99,0.1,1512.891
389,1,2,1,749.99,0.07,697.491
389,2,15,2,529.99,0.07,492.891
389,3,10,2,1549.0,0.05,1471.55
389,4,5,1,1320.99,0.05,1254.94
389,5,9,1,2999.99,0.2,2399.992
390,1,23,1,299.99,0.05,284.99
390,2,7,2,3999.99,0.07,3719.991
390,3,9,1,2999.99,0.05,2849.99
391,1,8,1,1799.99,0.07,1673.991
391,2,5,2,1320.99,0.2,1056.792
391,3,24,2,549.99,0.07,511.491
392,1,14,2,269.99,0.1,242.991
392,2,3,2,999.99,0.05,949.99
393,1,6,2,469.99,0.2,375.992
394,1,23,1,299.99,0.05,284.99
394,2,16,1,599.99,0.2,479.992
394,3,14,2,269.99,0.2,215.992
395,1,14,1,269.99,0.05,256.49
396,1,12,1,549.99,0.1,494.991
396,2,25,2,499.99,0.05,474.99
396,3,5,1,1320.99,0.2,1056.792
397,1,7,1,3999.99,0.05,3799.99
398,1,8,2,1799.99,0.05,1709.99
398,2,18,2,449.0,0.05,426.55
398,3,25,1,499.99,0.2,399.992
398,4,17,1,429.0,0.05,407.55
399,1,25,1,499.99,0.05,474.99
399,2,11,2,1680.99,0.05,1596.94
399,3,14,1,269.99,0.1,242.991
400,1,24,2,549.99,0.07,511.491
400,2,9,1,2999.99,0.2,2399.992
400,3,3,2,999.99,0.2,799.992
401,1,23,1,299.99,0.2,239.992
401,2,10,2,1549.0,0.2,1239.2
402,1,6,2,469.99,0.07,437.091
402,2,5,1,1320.99,0.07,1228.521
402,3,26,1,599.99,0.05,569.99
403,1,12,2,549.99,0.1,494.991
403,2,7,2,3999.99,0.2,3199.992
403,3,22,2,269.99,0.05,256.49
403,4,24,1,549.99,0.2,439.992
404,1,9,1,2999.99,0.07,2789.991
404,2,25,2,499.99,0.05,474.99
404,3,16,2,599.99,0.2,479.992
405,1,3,2,999.99,0.2,799.992
405,2,10,2,1549.0,0.1,1394.1
405,3,14,2,269.99,0.07,251.091
406,1,4,1,2899.99,0.2,2319.992
407,1,20,1,599.99,0.2,479.992
407,2,5,1,1320.99,0.05,1254.94
408,1,18,1,449.0,0.2,359.2
408,2,3,1,999.99,0.07,929.991
408,3,2,2,749.99,0.07,697.491
408,4,17,2,429.0,0.2,343.2
409,1,15,1,529.99,0.07,492.891
409,2,16,2,599.99,0.2,479.992
409,3,21,1,269.99,0.05,256.49
410,1,25,1,499.99,0.1,449.991
410,2,9,2,2999.99,0.05,2849.99
410,3,24,2,549.99,0.1,494.991
411,1,2,1,749.99,0.07,697.491
411,2,26,2,599.99,0.05,569.99
412,1,7,1,3999.99,0.1,3599.991
412,2,24,1,549.99,0.07,511.491
412,3,17,1,429.0,0.1,386.1
413,1,8,2,1799.99,0.05,1709.99
413,2,25,1,499.99,0.1,449.991
413,3,9,1,2999.99,0.07,2789.991
414,1,4,2,2899.99,0.1,2609.991
415,1,3,1,999.99,0.07,929.991
415,2,23,2,299.99,0.2,239.992
415,3,5,1,1320.99,0.2,1056.792
415,4,6,2,469.99,0.05,446.49
416,1,22,1,269.99,0.07,251.091
416,2,14,1,269.99,0.07,251.091
416,3,24,1,549.99,0.1,494.991
417,1,26,2,599.99,0.07,557.991
417,2,6,2,469.99,0.07,437.091
418,1,12,1,549.99,0.05,522.49
418,2,20,1,599.99,0.05,569.99
419,1,9,1,2999.99,0.05,2849.99
420,1,17,2,429.0,0.2,343.2
420,2,15,2,529.99,0.1,476.991
420,3,3,2,999.99,0.05,949.99
421,1,6,2,469.99,0.07,437.091
421,2,3,2,999.99,0.2,799.992
421,3,20,2,599.99,0.2,479.992
421,4,4,1,2899.99,0.07,2696.991
421,5,23,2,299.99,0.2,239.992
422,1,20,2,599.99,0.05,569.99
423,1,8,2,1799.99,0.05,1709.99
423,2,17,1,429.0,0.2,343.2
423,3,23,2,299.99,0.07,278.991
423,4,2,1,749.99,0.2,599.992
424,1,22,1,269.99,0.1,242.991
424,2,6,1,469.99,0.05,446.49
425,1,6,1,469.99,0.1,422.991
425,2,21,2,269.99,0.07,251.091
425,3,19,1,449.0,0.05,426.55
426,1,10,1,1549.0,0.1,1394.1
426,2,23,2,299.99,0.05,284.99
427,1,12,2,549.99,0.07,511.491
427,2,15,2,529.99,0.1,476.991
427,3,26,2,599.99,0.07,557.991
428,1,5,2,1320.99,0.2,1056.792
428,2,14,1,269.99,0.2,215.992
429,1,11,1,1680.99,0.2,1344.792
429,2,4,2,2899.99,0.1,2609.991
429,3,5,2,1320.99,0.05,1254.94
429,4,6,1,469.99,0.07,437.091
429,5,2,1,749.99,0.1,674.991
430,1,22,2,269.99,0.1,242.991
430,2,11,1,1680.99,0.07,1563.321
430,3,4,2,2899.99,0.2,2319.992
430,4,13,2,269.99,0.2,215.992
430,5,8,1,1799.99,0.2,1439.992
431,1,14,2,269.99,0.2,215.992
431,2,6,1,469.99,0.1,422.991
431,3,18,1,449.0,0.2,359.2
431,4,13,2,269.99,0.07,251.091
431,5,19,1,449.0,0.07,417.57
432,1,10,2,1549.0,0.2,1239.2
432,2,7,2,3999.99,0.05,3799.99
433,1,6,1,469.99,0.1,422.991
433,2,10,1,1549.0,0.2,1239.2
433,3,24,1,549.99,0.1,494.991
433,4,4,1,2899.99,0.2,2319.992
434,1,21,1,269.99,0.05,256.49
434,2,20,1,599.99,0.1,539.991
434,3,9,1,2999.99,0.2,2399.992
434,4,11,2,1680.99,0.07,1563.321
434,5,18,2,449.0,0.05,426.55
435,1,22,1,269.99,0.05,256.49
435,2,9,1,2999.99,0.05,2849.99
435,3,18,1,449.0,0.05,426.55
436,1,3,1,999.99,0.05,949.99
436,2,23,1,299.99,0.2,239.992
437,1,3,1,999.99,0.05,949.99
437,2,10,1,1549.0,0.05,1471.55
437,3,8,2,1799.99,0.05,1709.99
438,1,4,1,2899.99,0.07,2696.991
438,2,22,1,269.99,0.1,242.991
438,3,8,2,1799.99,0.05,1709.99
438,4,13,2,269.99,0.05,256.49
439,1,6,2,469.99,0.07,437.091
439,2,7,2,3999.99,0.05,3799.99
440,1,19,2,449.0,0.07,417.57
440,2,4,2,2899.99,0.07,2696.991
441,1,12,1,549.99,0.07,511.491
441,2,15,1,529.99,0.1,476.991
442,1,16,2,599.99,0.07,557.991
442,2,26,2,599.99,0.2,479.992
442,3,6,2,469.99,0.2,375.992
443,1,5,1,1320.99,0.05,1254.94
443,2,26,1,599.99,0.2,479.992
444,1,22,1,269.99,0.07,251.091
444,2,15,2,529.99,0.07,492.891
444,3,20,2,599.99,0.05,569.99
444,4,16,1,599.99,0.1,539.991
444,5,10,2,1549.0,0.2,1239.2
445,1,7,1,3999.99,0.2,3199.992
445,2,16,1,599.99,0.07,557.991
445,3,23,1,299.99,0.2,239.992
446,1,22,1,269.99,0.2,215.992
446,2,16,2,599.99,0.07,557.991
447,1,4,2,2899.99,0.05,2754.99
447,2,3,1,999.99,0.1,899.991
447,3,8,1,1799.99,0.07,1673.991
448,1,13,2,269.99,0.05,256.49
448,2,6,2,469.99,0.05,446.49
449,1,17,2,429.0,0.05,407.55
449,2,2,1,749.99,0.05,712.49
449,3,7,2,3999.99,0.07,3719.991
449,4,26,2,599.99,0.2,479.992
450,1,24,1,549.99,0.05,522.49
450,2,12,1,549.99,0.07,511.491
450,3,5,1,1320.99,0.1,1188.891
451,1,14,2,269.99,0.05,256.49
452,1,11,1,1680.99,0.05,1596.94
452,2,16,1,599.99,0.05,569.99
452,3,7,2,3999.99,0.1,3599.991
452,4,8,1,1799.99,0.1,1619.991
453,1,23,1,299.99,0.05,284.99
453,2,20,2,599.99,0.2,479.992
453,3,4,1,2899.99,0.2,2319.992
454,1,25,2,499.99,0.07,464.991
454,2,13,2,269.99,0.05,256.49
454,3,24,2,549.99,0.1,494.991
455,1,9,1,2999.99,0.05,2849.99
456,1,17,2,429.0,0.07,398.97
456,2,23,1,299.99,0.07,278.991
457,1,24,2,549.99,0.07,511.491
457,2,2,1,749.99,0.05,712.49
457,3,7,2,3999.99,0.1,3599.991
457,4,17,1,429.0,0.2,343.2
458,1,2,1,749.99,0.2,599.992
458,2,21,2,269.99,0.07,251.091
458,3,11,1,1680.99,0.1,1512.891
458,4,24,1,549.99,0.2,439.992
458,5,3,2,999.99,0.2,799.992
459,1,11,1,1680.99,0.2,1344.792
460,1,19,1,449.0,0.05,426.55
460,2,18,2,449.0,0.07,417.57
460,3,4,1,2899.99,0.2,2319.992
460,4,22,2,269.99,0.1,242.991
461,1,16,1,599.99,0.07,557.991
461,2,4,1,2899.99,0.2,2319.992
461,3,8,2,1799.99,0.05,1709.99
461,4,24,1,549.99,0.1,494.991
461,5,18,2,449.0,0.1,404.1
462,1,12,2,549.99,0.1,494.991
463,1,13,2,269.99,0.07,251.091
464,1,7,1,3999.99,0.1,3599.991
465,1,6,2,469.99,0.1,422.991
465,2,25,2,499.99,0.1,449.991
466,1,19,2,449.0,0.2,359.2
466,2,6,1,469.99,0.2,375.992
466,3,7,2,3999.99,0.05,3799.99
466,4,15,1,529.99,0.1,476.991
466,5,5,1,1320.99,0.1,1188.891
467,1,19,1,449.0,0.07,417.57
467,2,10,1,1549.0,0.07,1440.57
467,3,22,2,269.99,0.1,242.991
467,4,17,2,429.0,0.07,398.97
467,5,11,1,1680.99,0.1,1512.891
468,1,19,1,449.0,0.1,404.1
468,2,9,2,2999.99,0.05,2849.99
468,3,10,2,1549.0,0.05,1471.55
468,4,25,1,499.99,0.1,449.991
469,1,8,2,1799.99,0.1,1619.991
469,2,4,1,2899.99,0.07,2696.991
469,3,15,2,529.99,0.2,423.992
470,1,18,1,449.0,0.05,426.55
470,2,13,1,269.99,0.05,256.49
470,3,8,2,1799.99,0.2,1439.992
471,1,14,1,269.99,0.2,215.992
471,2,13,2,269.99,0.05,256.49
472,1,15,1,529.99,0.1,476.991
472,2,21,2,269.99,0.1,242.991
473,1,26,1,599.99,0.07,557.991
474,1,19,2,449.0,0.05,426.55
474,2,11,1,1680.99,0.2,1344.792
475,1,17,2,429.0,0.07,398.97
475,2,26,2,599.99,0.2,479.992
475,3,25,1,499.99,0.2,399.992
476,1,22,2,269.99,0.07,251.091
476,2,4,2,2899.99,0.2,2319.992
476,3,11,2,1680.99,0.07,1563.321
476,4,20,2,599.99,0.05,569.99
477,1,6,1,469.99,0.1,422.991
477,2,10,1,1549.0,0.05,1471.55
478,1,21,2,269.99,0.07,251.091
479,1,26,1,599.99,0.07,557.991
479,2,12,1,549.99,0.05,522.49
479,3,21,1,269.99,0.2,215.992
479,4,7,1,3999.99,0.05,3799.99
479,5,10,1,1549.0,0.2,1239.2
480,1,4,1,2899.99,0.05,2754.99
480,2,15,1,529.99,0.05,503.49
480,3,23,2,299.99,0.07,278.991
481,1,13,2,269.99,0.2,215.992
481,2,16,2,599.99,0.07,557.991
481,3,9,2,2999.99,0.1,2699.991
482,1,13,1,269.99,0.2,215.992
482,2,14,1,269.99,0.1,242.991
483,1,17,1,429.0,0.07,398.97
484,1,8,2,1799.99,0.1,1619.991
484,2,24,1,549.99,0.05,522.49
484,3,9,2,2999.99,0.05,2849.99
